Id,first_day,second_day,third_day,forth_day,fifth_day,sixth_day,seventh_day
35835,39,8,0,0,0,0,0
35837,4,0,0,0,0,0,0
35839,21,0,0,0,0,0,0
35840,1,0,0,0,0,0,0
35842,25,0,5,0,0,44,211
35843,131,0,0,5,0,12,22
35845,2,0,0,0,0,0,0
35846,15,0,12,0,0,50,10
35847,1,0,0,0,0,0,0
35853,20,0,41,9,128,18,0
35863,1,1,0,0,0,0,0
35865,25,23,3,25,11,0,64
35866,102,31,5,37,0,7,0
35868,6,13,64,0,0,0,0
35874,6,0,0,0,0,0,0
35880,40,0,0,0,0,0,40
35885,1,0,0,0,0,0,0
35886,76,0,0,0,0,0,0
35887,8,0,0,0,0,0,0
35888,5,0,0,0,0,0,0
35889,18,0,0,0,0,0,0
35890,2,0,0,0,0,0,0
35894,1,0,9,0,7,0,0
35895,14,0,0,0,0,0,3
35899,40,0,0,0,0,0,0
35900,24,35,18,20,17,0,0
35904,1,0,0,0,0,0,0
35906,1,0,0,0,0,0,0
35907,11,35,18,0,0,31,11
35910,1,0,0,0,0,0,0
35914,4,0,0,0,0,0,0
35915,6,0,0,0,0,0,0
35916,1,0,0,0,0,0,0
35917,1,0,0,0,0,0,0
35918,136,19,0,6,0,0,26
35919,29,0,0,0,0,0,0
35921,1,0,0,0,0,0,0
35922,11,0,1,1,0,0,0
35923,5,0,0,0,0,0,0
35924,1,0,0,0,0,0,0
35925,1,0,0,0,0,0,0
35926,1,0,0,0,0,0,0
35928,38,0,0,6,0,0,0
35931,1,0,0,0,0,0,0
35932,7,0,0,0,0,0,0
35933,7,0,0,0,0,0,0
35934,76,0,0,0,0,0,0
35936,1,0,0,0,0,0,0
35939,1,0,0,0,0,0,0
35940,1,0,0,0,0,0,0
35941,12,0,15,0,0,0,0
35943,4,0,0,0,1,3,1
35944,6,4,0,0,0,0,0
35945,13,0,0,0,0,0,0
35948,6,0,0,0,0,0,0
35951,9,0,0,0,0,0,0
35953,5,2,0,0,3,0,0
35957,9,32,0,0,0,0,0
35958,74,10,47,1,6,15,28
35960,15,6,0,0,93,40,3
35962,185,335,0,7,0,0,8
35964,220,18,0,1,1,12,0
35969,435,250,124,335,0,0,0
35971,16,0,0,53,0,0,39
35973,1,0,0,0,0,0,0
35974,14,0,0,0,0,0,0
35977,34,0,0,7,0,0,0
35979,99,6,0,20,4,7,146
35980,2,0,0,0,0,0,0
35982,1,0,0,0,0,0,0
35985,189,33,25,107,0,0,0
35990,15,0,0,0,0,0,0
35991,5,5,0,0,0,0,0
35992,220,472,15,6,0,0,26
35993,301,2,3,66,107,4,72
35994,6,0,0,0,0,124,0
35998,355,43,115,50,23,68,4
36001,60,0,0,0,0,0,0
36003,18,0,0,0,0,0,7
36004,9,17,0,0,0,0,0
36005,1,1,16,0,0,0,0
36006,179,514,7,0,148,139,24
36007,1,0,0,0,0,0,0
36008,167,16,0,4,0,0,4
36011,80,21,0,30,5,4,11
36012,47,1,0,0,1,23,7
36016,3,10,0,0,0,0,0
36017,28,51,5,32,5,87,26
36019,85,294,0,0,0,0,24
36022,62,0,0,0,0,0,0
36023,48,88,5,13,24,0,0
36024,3,0,0,0,0,0,0
36025,50,7,0,0,0,0,0
36027,14,0,0,0,0,0,0
36029,4,6,0,0,0,0,0
36030,1,0,0,0,0,0,0
36034,13,10,0,0,0,0,0
36035,37,55,141,0,0,46,29
36036,101,16,19,0,0,0,14
36037,13,0,28,16,0,0,0
36038,73,0,4,0,0,0,0
36040,6,0,0,1,1,0,0
36041,25,0,0,0,0,0,0
36044,8,0,0,0,2,0,0
36045,905,69,538,950,38,1,59
36047,84,0,0,0,0,0,0
36049,119,0,26,0,25,5,46
36050,5,44,0,0,0,0,0
36052,287,20,0,0,4,1,0
36053,28,2,0,5,0,0,0
36054,59,0,3,0,0,0,0
36058,11,9,17,149,1,0,28
36061,149,268,5,0,8,0,0
36062,1,0,0,0,0,0,0
36065,106,44,22,2,0,7,0
36066,2,1,0,0,0,0,0
36071,174,29,33,49,142,13,0
36075,80,0,0,0,0,0,0
36076,12,6,12,0,15,89,100
36077,47,42,97,67,8,3,20
36078,50,7,44,0,0,0,0
36079,13,6,0,0,0,0,0
36082,19,0,0,0,0,11,0
36083,24,0,0,0,0,0,0
36084,57,0,0,0,0,0,0
36087,218,4,0,1,243,0,0
36088,177,42,44,78,0,23,54
36091,32,0,0,0,0,0,0
36092,63,115,6,0,0,0,0
36095,112,90,0,0,20,0,6
36097,59,18,0,11,0,0,15
36103,36,0,0,0,0,0,40
36104,33,0,0,0,0,0,0
36106,34,0,0,0,0,0,0
36109,109,0,44,0,0,44,20
36112,88,51,151,0,0,0,0
36113,39,23,0,0,0,0,21
36115,27,20,0,23,36,68,13
36116,199,403,35,16,330,151,9
36117,32,0,0,0,4,0,0
36120,37,3,16,2,0,7,16
36122,151,55,152,16,19,3,48
36123,93,18,0,0,0,0,47
36125,2,0,0,0,0,0,0
36127,5,1,0,0,0,0,6
36129,6,9,0,0,0,0,0
36133,60,76,2,0,46,0,99
36135,18,0,0,0,0,0,0
36139,28,21,8,0,0,0,0
36143,87,0,0,87,118,0,0
36144,1,0,0,0,0,0,0
36146,41,0,1,0,0,26,0
36149,5,33,0,0,0,0,0
36152,174,12,9,41,7,0,0
36158,70,0,0,0,0,0,0
36159,29,0,0,0,1,21,0
36160,78,4,82,35,1,11,0
36162,37,0,0,0,0,0,0
36163,2,0,0,0,0,0,0
36164,1,0,0,0,0,0,0
36165,76,14,0,0,0,0,5
36167,11,0,0,0,0,0,0
36168,12,10,1,0,0,0,0
36170,1,0,0,0,0,0,0
36172,59,7,0,0,0,0,0
36173,33,72,0,51,0,12,51
36176,20,0,0,0,11,9,16
36178,157,44,0,55,0,0,0
36182,129,0,0,1,0,0,42
36186,16,1,37,0,0,0,7
36188,97,0,0,60,100,1,93
36192,9,0,0,0,0,0,0
36193,2,130,0,0,114,30,50
36194,3,0,0,0,0,0,0
36196,9,0,0,0,0,0,0
36197,68,4,3,0,5,3,5
36202,12,7,0,0,0,0,0
36203,8,0,0,0,0,0,0
36205,12,51,0,0,67,41,45
36206,3,0,0,0,0,0,6
36209,38,18,5,23,0,0,0
36212,50,0,3,0,17,0,0
36213,5,0,0,0,0,0,0
36214,26,60,9,119,0,0,0
36215,54,44,7,1,0,10,0
36216,5,42,9,0,0,4,39
36217,29,0,0,0,0,0,0
36219,5,0,42,0,17,0,7
36223,27,0,0,331,0,0,0
36224,117,21,103,36,2,0,8
36225,27,0,0,0,0,0,0
36226,275,194,172,74,77,238,119
36227,143,94,287,501,100,445,0
36228,35,4,0,0,0,0,0
36229,25,46,0,0,0,0,30
36234,7,1,0,0,0,0,0
36235,156,4,135,0,0,0,0
36238,7,5,75,0,6,34,0
36245,41,8,26,0,0,0,0
36247,1,0,0,0,0,0,0
36248,2,42,0,0,0,5,0
36249,16,7,115,0,0,0,4
36250,24,0,0,2,0,1,0
36252,12,0,0,0,0,0,0
36255,11,10,9,0,0,0,0
36256,48,0,0,0,0,0,0
36257,20,0,0,0,1,0,0
36260,37,0,0,0,0,0,0
36263,20,17,0,0,0,3,4
36264,178,0,0,0,0,0,0
36265,93,79,0,0,0,0,10
36266,6,0,0,0,0,0,0
36267,6,10,16,0,0,0,0
36270,7,0,0,0,0,0,0
36272,9,126,0,0,35,0,0
36273,9,0,0,0,0,0,0
36275,17,0,0,0,0,0,0
36276,1,5,0,0,0,0,0
36277,1,1,0,0,0,0,0
36279,36,134,26,0,9,0,0
36280,127,167,114,96,0,68,78
36281,17,0,0,0,0,0,0
36287,4,0,0,0,0,0,0
36290,1,0,0,0,0,0,0
36291,41,0,0,0,0,18,19
36293,57,119,31,54,140,1,65
36294,1,0,0,0,0,0,0
36295,56,3,4,0,0,274,4
36296,9,0,0,0,0,0,0
36297,36,0,3,0,0,0,0
36298,33,0,0,0,0,0,24
36300,6,0,0,0,0,0,0
36303,2,0,0,72,0,0,0
36304,46,6,0,0,1,0,0
36305,29,40,49,0,0,25,0
36307,13,8,0,0,0,0,0
36308,9,0,16,0,0,17,0
36312,46,0,2,0,0,0,0
36314,13,71,2,2,12,3,0
36317,76,58,0,0,0,7,0
36318,3,0,0,0,0,0,0
36319,18,108,0,0,0,0,0
36322,35,0,2,0,0,0,0
36323,10,18,0,52,0,1,0
36327,14,0,0,0,0,0,0
36328,15,30,0,0,0,0,0
36331,16,2,4,0,0,0,0
36332,107,0,0,0,0,0,0
36333,21,0,0,0,0,0,0
36334,91,0,3,0,1,101,0
36335,13,6,0,27,64,0,0
36337,3,0,0,0,0,0,0
36343,53,32,0,0,0,4,0
36348,5,0,0,0,0,0,0
36350,6,0,0,0,0,0,0
36352,64,38,227,8,0,6,51
36353,33,7,0,0,0,0,67
36354,1,0,0,0,0,0,0
36356,91,29,96,248,14,148,0
36360,5,302,7,0,0,0,0
36362,12,61,44,16,0,0,13
36363,24,1,18,9,0,0,6
36364,2,0,0,0,0,0,0
36366,1,0,0,0,0,0,0
36367,9,0,0,0,0,0,0
36368,17,0,0,0,1,0,0
36369,60,3,3,0,0,0,0
36375,12,0,20,0,0,0,0
36377,16,0,0,0,0,0,1
36380,5,0,0,0,0,1,0
36382,2,0,0,0,0,0,0
36383,100,19,0,0,54,228,0
36384,2,0,0,0,0,0,0
36386,79,42,103,112,0,32,40
36389,25,0,0,0,0,0,0
36391,21,36,67,34,40,10,0
36392,12,0,0,0,0,0,0
36393,10,0,0,0,0,0,0
36395,80,65,2,23,0,0,0
36399,23,22,3,15,110,0,0
36400,45,0,0,0,43,0,0
36401,8,0,0,2,0,0,0
36404,16,0,0,0,0,0,0
36407,1,59,0,0,0,0,0
36410,97,0,0,0,27,0,0
36411,11,0,0,0,5,0,6
36412,2,0,41,0,0,0,1
36413,28,25,9,12,5,1,0
36415,18,0,0,0,0,0,0
36420,43,142,10,10,5,3,1
36423,1,0,0,0,0,0,0
36425,1,0,0,0,26,0,0
36428,499,198,160,208,1,8,51
36429,2,0,0,0,0,0,0
36430,32,0,0,0,0,14,0
36432,13,0,0,0,0,0,0
36434,11,0,0,0,0,0,0
36435,7,0,2,2,0,0,0
36437,25,0,0,0,0,1,17
36438,56,21,77,0,5,0,32
36439,71,0,0,28,12,45,4
36442,1,0,0,0,0,0,0
36445,7,0,0,0,0,0,0
36451,13,2,3,1,0,0,0
36452,36,0,21,0,0,0,0
36455,308,181,116,42,14,0,88
36457,38,0,0,5,0,0,3
36459,38,76,0,0,0,6,0
36460,88,53,21,6,0,72,271
36466,1,0,0,0,0,0,0
36467,1,0,10,0,0,0,0
36471,20,15,0,16,0,0,4
36473,1,0,0,0,2,2,0
36476,16,0,0,0,0,0,0
36478,1,0,0,0,0,0,0
36481,8,0,10,0,0,0,0
36483,36,13,0,0,0,0,0
36484,15,0,0,9,350,0,0
36485,21,0,0,0,0,0,0
36487,84,60,33,0,12,42,36
36488,1,0,0,0,0,0,0
36489,45,3,11,1,3,0,0
36493,3,0,0,0,2,0,0
36497,5,0,5,16,0,0,0
36498,31,0,0,0,0,0,0
36499,1,0,0,0,0,0,0
36500,21,5,35,18,11,107,106
36501,22,17,19,0,0,0,0
36502,74,19,0,0,0,45,67
36503,1,0,0,0,0,0,0
36505,2,0,0,2,0,0,0
36506,87,122,57,32,0,2,0
36508,17,4,0,0,0,0,0
36510,17,14,13,0,4,0,0
36511,4,1,2,0,0,0,0
36516,1,0,0,0,0,0,0
36517,13,0,0,16,0,0,0
36520,9,0,0,0,0,0,39
36521,10,0,0,0,0,0,0
36522,375,146,563,236,18,45,44
36524,26,65,0,0,0,0,0
36526,5,55,0,0,0,0,0
36528,1,8,0,1,22,69,0
36530,70,29,0,8,57,0,13
36532,53,28,0,9,15,0,0
36533,14,0,0,0,0,0,0
36536,16,0,85,0,0,2,0
36537,1,0,0,0,0,0,0
36538,23,0,0,0,0,0,0
36542,10,0,0,0,327,8,0
36543,280,0,0,0,0,87,71
36544,1,0,0,0,0,0,0
36545,154,183,95,214,118,94,40
36549,32,0,0,0,0,0,2
36552,52,0,48,0,28,0,0
36553,6,0,0,0,0,0,0
36564,1,0,0,0,0,0,0
36567,152,54,0,0,0,0,30
36568,20,0,0,0,6,0,0
36569,21,3,25,7,11,6,0
36570,41,48,107,41,24,77,6
36571,3,0,0,0,0,0,0
36572,45,0,0,0,0,0,0
36573,114,0,9,109,104,81,0
36575,1,0,0,0,0,0,0
36578,1,0,0,0,0,0,0
36582,2,0,0,0,34,0,0
36584,20,0,0,0,0,0,0
36586,82,0,0,0,0,0,5
36587,53,0,0,0,64,0,0
36589,95,14,23,66,11,129,0
36591,9,19,0,0,0,0,0
36592,265,234,0,0,0,0,0
36593,98,9,37,19,0,0,0
36597,24,63,25,0,12,14,0
36598,18,0,7,0,3,0,0
36600,58,39,0,0,0,0,0
36601,63,2,35,2,3,31,42
36602,2,0,0,0,0,0,0
36604,109,2,0,31,0,221,0
36605,1,0,0,0,0,0,0
36607,23,0,0,0,132,0,1
36609,15,30,0,0,0,3,1
36614,69,76,48,0,0,0,0
36617,16,2,79,28,0,0,0
36623,5,0,0,0,0,0,0
36624,35,120,41,1,0,0,0
36627,341,190,112,63,419,19,252
36629,12,0,0,0,0,0,0
36630,26,1,4,0,0,0,4
36631,44,0,70,89,0,57,0
36633,19,9,0,0,0,0,0
36634,1,0,0,0,0,0,0
36636,5,41,0,0,0,0,0
36637,127,29,28,8,65,24,23
36638,24,59,0,0,0,89,0
36640,24,17,52,0,0,39,0
36641,55,29,44,0,18,12,0
36642,8,0,0,0,0,0,0
36644,17,2,1,0,0,0,0
36645,10,4,0,0,0,0,0
36647,44,3,67,22,0,31,0
36648,73,6,0,0,0,0,0
36649,36,240,44,11,110,12,4
36651,16,0,7,0,0,0,0
36652,70,90,0,0,0,0,0
36655,23,0,10,0,0,0,0
36660,40,0,0,0,0,0,0
36662,44,14,0,0,0,0,6
36664,5,1,0,0,0,0,0
36666,8,164,0,0,0,13,0
36667,2,0,0,0,0,0,0
36668,12,0,0,0,0,0,0
36670,7,0,0,0,0,0,0
36672,24,0,42,0,0,0,0
36677,50,0,0,0,0,0,0
36679,3,4,0,0,0,0,3
36680,168,0,0,0,0,0,0
36682,183,7,0,0,283,11,44
36683,24,0,0,0,0,0,23
36684,4,0,0,0,0,0,0
36685,6,0,0,0,0,0,0
36687,31,0,0,0,0,0,0
36689,1,0,0,0,0,0,0
36693,44,0,1,40,0,0,0
36699,4,3,0,0,0,3,4
36700,11,0,0,0,0,0,0
36702,22,0,0,0,0,0,0
36704,139,80,13,7,11,221,12
36705,1,0,0,0,0,0,0
36710,1,0,0,0,0,0,0
36712,48,45,16,34,0,0,8
36714,5,2,0,0,0,0,0
36715,1,103,88,0,1,45,0
36716,6,0,0,0,0,0,0
36717,46,18,14,0,0,46,0
36719,119,94,77,99,63,25,30
36722,1,0,0,0,0,0,0
36725,15,10,27,0,27,12,0
36728,113,0,23,0,0,24,21
36729,8,0,0,0,0,0,0
36735,10,0,0,0,0,0,0
36737,49,0,0,0,7,0,0
36741,360,170,79,0,73,138,0
36743,100,0,0,0,0,0,0
36744,60,0,0,0,0,0,0
36746,5,1,0,0,0,15,0
36748,173,157,150,7,6,9,222
36750,13,0,0,0,0,0,10
36752,30,24,1,192,61,52,53
36753,1,0,0,0,0,0,0
36754,8,0,0,0,0,0,0
36756,23,1,0,2,0,0,0
36757,18,2,0,0,0,0,0
36762,18,0,0,0,0,0,0
36766,36,0,0,0,0,0,0
36769,21,0,0,2,0,0,0
36771,6,14,0,0,0,0,0
36772,27,0,0,0,0,0,0
36775,1,0,0,0,0,0,0
36776,9,0,0,0,0,0,0
36777,3,0,0,0,0,0,0
36778,26,0,0,0,0,0,0
36779,6,0,0,0,0,0,0
36780,6,101,0,41,32,0,4
36781,3,0,0,0,0,0,0
36785,1,68,7,26,72,21,0
36787,86,0,0,1,0,0,0
36788,37,0,0,0,0,42,0
36791,131,6,0,0,80,13,0
36792,20,0,0,0,0,0,0
36793,2,8,0,1,0,0,0
36794,23,0,0,54,30,90,0
36796,2,6,0,8,35,0,0
36799,35,26,94,203,32,39,59
36802,37,0,0,0,0,0,0
36806,1,0,0,0,0,0,0
36808,17,27,0,28,0,0,0
36812,11,56,0,0,0,0,0
36813,106,17,0,6,9,18,7
36815,47,5,95,0,0,0,0
36818,9,0,0,0,0,0,0
36821,12,0,0,0,0,0,0
36824,5,0,0,0,0,0,0
36825,30,53,0,0,0,0,0
36827,168,33,0,9,9,0,90
36831,4,0,0,0,0,0,0
36834,82,0,0,0,0,0,0
36835,5,0,0,0,0,0,0
36837,24,16,0,0,0,0,0
36839,18,0,0,0,27,0,29
36840,5,0,0,0,0,0,0
36841,3,0,0,0,0,0,0
36842,2,0,0,0,0,0,0
36843,108,163,2,218,0,88,116
36844,5,56,13,0,0,0,73
36847,32,24,94,1,0,2,7
36849,10,0,0,0,0,0,0
36851,58,15,0,0,0,0,0
36852,19,0,0,1,0,0,0
36854,57,54,0,11,0,18,0
36855,60,0,15,0,0,0,0
36859,4,0,0,6,0,0,87
36860,6,0,33,8,0,6,0
36861,18,11,0,0,0,0,0
36862,125,209,141,40,0,0,0
36864,87,9,2,0,0,3,0
36867,1,0,0,0,0,0,0
36868,1,0,0,0,0,0,0
36869,196,159,12,196,23,0,2
36870,6,0,0,0,0,0,0
36873,1,0,0,0,0,0,0
36874,22,0,0,0,0,0,0
36877,6,11,0,0,0,0,0
36880,42,4,0,13,0,0,0
36881,2,327,0,0,6,404,0
36883,12,48,0,0,0,0,0
36885,96,0,0,0,18,0,0
36886,42,0,0,7,0,0,0
36887,2,0,0,0,0,0,0
36888,34,9,89,72,51,77,0
36891,8,2,0,0,0,56,0
36892,1,0,0,0,0,0,11
36895,1,0,0,0,0,0,0
36897,13,45,0,0,0,0,0
36898,2,0,0,0,0,0,0
36901,1,0,0,0,0,21,0
36904,54,0,0,0,0,0,0
36909,11,0,5,0,0,0,12
36910,146,70,152,247,686,89,6
36911,7,9,16,0,0,57,7
36914,4,0,0,0,0,0,0
36917,1,0,0,0,0,0,0
36920,6,0,0,0,0,0,0
36922,40,9,41,0,0,0,0
36923,14,0,6,0,0,0,0
36924,10,0,0,0,0,0,0
36925,17,10,1,0,1,0,0
36928,30,0,0,0,0,0,0
36932,1,0,0,0,0,0,0
36934,15,13,0,0,0,0,0
36935,9,0,0,0,0,0,0
36939,127,0,0,0,0,0,0
36941,41,16,0,0,0,0,4
36942,46,148,70,22,0,62,0
36943,7,32,35,2,11,18,13
36945,18,0,6,0,0,2,0
36946,29,0,0,0,0,0,0
36947,64,50,0,0,4,5,47
36951,13,0,0,0,0,0,0
36952,31,8,27,0,0,0,0
36956,16,95,95,3,8,148,0
36958,68,0,0,27,23,0,0
36959,37,0,16,33,25,66,0
36963,3,0,0,0,0,0,0
36964,112,0,0,0,0,0,0
36967,1,0,0,0,0,0,0
36968,66,0,55,0,0,0,0
36969,39,19,18,0,0,0,0
36970,27,0,60,1,25,0,0
36971,1,0,0,0,0,0,0
36973,10,0,0,0,0,0,0
36974,12,0,0,0,0,0,0
36976,3,2,0,0,34,0,0
36977,23,48,1,17,32,0,10
36978,88,0,0,0,0,0,0
36979,20,167,24,0,0,4,0
36980,9,0,0,0,4,2,0
36982,113,0,13,0,0,0,27
36984,50,31,0,0,0,0,0
36985,373,336,104,166,99,187,293
36986,4,6,0,0,0,0,0
36987,1,140,10,0,0,66,42
36988,28,0,12,0,16,0,0
36989,46,0,0,0,0,0,0
36990,58,17,0,0,0,0,21
36991,55,31,24,38,7,60,143
36992,10,0,0,0,0,0,0
36993,6,0,0,0,0,0,1
36996,9,0,0,0,0,0,0
36999,8,7,0,0,0,0,0
37000,6,0,0,0,0,0,0
37003,12,0,0,0,0,0,0
37004,139,46,79,0,18,134,59
37005,57,0,24,0,0,0,43
37008,18,5,0,13,0,0,0
37009,28,28,18,0,12,24,21
37011,19,21,0,0,0,0,0
37014,2,0,0,0,0,0,0
37015,39,0,0,0,0,1,1
37016,8,0,0,0,0,0,0
37018,13,0,0,0,0,0,7
37019,41,0,0,0,0,0,0
37020,11,0,0,0,0,0,0
37021,10,0,0,0,0,0,0
37022,6,0,0,7,0,0,0
37023,1,75,66,0,0,0,0
37024,2,0,0,0,0,11,0
37032,6,0,0,0,0,0,0
37034,20,0,0,0,0,0,0
37035,90,38,76,0,0,0,11
37036,146,0,0,0,0,0,14
37037,2,0,0,0,0,0,0
37039,2,0,0,0,0,0,0
37044,98,36,4,1,3,1,26
37045,13,0,0,0,0,0,0
37048,38,7,0,0,264,238,35
37052,19,41,0,11,0,89,0
37056,2,0,0,0,0,0,0
37057,157,284,0,260,25,123,51
37058,95,7,142,245,27,0,2
37060,12,3,0,2,12,12,1
37063,66,12,1,0,0,1,0
37064,1,0,0,0,0,0,0
37065,2,0,0,0,0,0,0
37066,97,65,87,29,508,733,48
37068,22,4,0,0,60,176,127
37070,22,0,0,0,0,0,0
37071,7,0,0,0,0,0,0
37072,34,0,0,0,0,0,0
37079,3,2,0,0,0,0,0
37081,11,12,0,0,0,0,0
37082,7,0,0,83,0,8,0
37083,17,0,0,0,52,86,0
37086,2,0,0,0,0,0,0
37087,15,16,0,0,23,25,0
37098,40,7,20,8,5,0,0
37102,5,0,0,0,0,0,0
37103,26,0,8,69,0,0,0
37105,3,0,0,0,0,0,0
37108,4,0,0,0,0,0,0
37109,1,0,0,0,0,0,0
37111,9,0,0,0,0,0,0
37112,96,34,0,13,0,0,49
37113,24,7,7,62,0,37,0
37116,6,0,0,0,0,0,0
37118,21,0,0,0,116,7,20
37122,38,0,0,0,0,135,96
37123,56,0,0,0,0,0,0
37126,5,0,0,0,0,0,0
37129,26,10,0,0,0,20,0
37130,21,0,0,0,0,0,0
37131,50,0,0,0,0,0,0
37132,30,10,0,0,0,0,0
37137,24,17,5,0,0,0,6
37139,23,0,0,0,0,9,0
37141,225,0,0,0,0,0,0
37142,104,152,33,5,1,0,0
37143,33,4,0,0,0,0,0
37145,16,0,0,0,0,0,0
37146,60,26,0,38,0,17,0
37148,76,141,0,0,0,0,0
37149,17,0,0,0,0,0,0
37153,8,0,0,10,0,0,0
37160,1,6,2,52,0,31,0
37161,11,2,0,0,0,0,0
37162,1,0,0,0,0,0,0
37168,10,0,0,4,0,0,0
37169,18,4,0,0,0,0,4
37171,3,7,0,0,0,0,0
37173,2,0,0,0,0,0,0
37175,44,43,0,39,0,47,34
37177,216,110,0,110,41,239,135
37178,10,13,40,14,36,32,0
37180,28,0,0,0,0,0,0
37184,159,66,16,25,0,0,62
37185,37,0,0,0,0,0,0
37186,16,0,0,0,0,0,0
37188,102,89,11,18,0,0,0
37189,23,0,0,0,0,23,0
37192,31,0,29,0,10,0,0
37193,12,0,0,0,21,0,0
37194,3,0,0,0,0,0,0
37196,1,10,0,0,0,11,0
37198,1,0,0,0,0,0,0
37199,8,40,1,11,26,0,0
37200,62,36,0,53,0,0,36
37203,2,0,0,0,0,0,0
37205,4,4,0,0,16,0,0
37209,3,0,0,0,0,0,0
37210,504,94,151,23,51,103,39
37215,2,0,0,0,0,0,0
37216,1,0,0,0,1,7,1
37222,8,0,0,0,0,0,0
37224,51,0,0,0,0,0,0
37225,12,0,0,0,0,0,0
37228,45,4,0,14,0,0,0
37231,44,22,18,6,21,0,0
37233,56,54,6,26,0,0,32
37234,69,0,3,0,0,0,0
37235,72,3,0,0,0,0,0
37237,2,0,0,0,0,0,0
37240,12,0,0,0,0,0,0
37241,2,0,0,0,0,0,0
37242,20,0,0,0,0,47,0
37245,31,0,0,0,0,0,0
37247,6,50,28,26,6,1,3
37250,4,0,0,0,0,0,0
37251,14,0,0,0,0,0,0
37255,105,40,160,10,45,52,17
37257,3,23,0,0,11,0,6
37262,20,0,0,0,0,0,0
37264,2,0,0,0,0,0,0
37265,71,16,5,0,14,0,26
37267,2,0,0,0,0,0,0
37269,38,0,52,0,0,0,0
37270,10,0,8,0,0,0,0
37271,11,21,0,17,28,0,0
37274,8,0,256,106,42,122,21
37276,39,0,0,23,33,32,0
37278,84,2,0,0,0,0,0
37280,107,2,67,67,0,4,0
37282,6,19,0,0,0,0,0
37283,20,0,11,0,0,21,0
37287,67,35,0,12,0,5,0
37290,78,323,0,0,1,0,0
37291,3,0,0,0,0,0,0
37292,3,3,0,0,2,0,10
37293,2,0,0,0,0,0,0
37294,14,0,1,0,1,0,0
37295,100,0,31,1,21,0,16
37296,6,0,0,0,0,0,0
37297,30,0,0,0,0,0,0
37299,28,0,0,0,0,0,0
37304,57,4,0,0,0,0,0
37305,5,0,0,0,0,0,0
37306,2,0,0,0,0,0,0
37307,1,0,0,0,0,0,0
37309,14,0,0,0,0,0,0
37310,18,0,0,0,0,0,0
37311,47,55,3,0,0,0,56
37314,19,7,0,0,0,0,0
37315,4,0,0,0,0,0,0
37316,18,0,0,0,0,0,0
37317,6,0,0,0,0,0,0
37318,17,0,0,0,0,0,0
37319,16,0,0,0,0,0,0
37321,16,1,0,0,0,0,0
37328,6,0,0,0,3,0,0
37332,26,0,0,0,0,0,0
37333,2,0,0,0,0,0,0
37335,15,0,5,0,88,0,0
37339,11,57,26,21,0,0,16
37341,2,0,0,0,0,0,0
37343,17,22,9,0,19,15,0
37344,13,0,0,0,10,0,0
37345,25,0,0,0,0,0,0
37346,1,0,0,0,0,0,0
37348,3,69,0,154,123,0,71
37349,60,6,16,4,30,0,43
37353,22,2,0,0,0,0,0
37356,15,1,1,18,0,10,0
37358,27,0,12,39,57,44,0
37361,1,0,0,0,0,0,0
37362,16,21,0,0,0,0,0
37370,114,78,63,98,3,68,0
37374,72,0,0,0,0,0,0
37375,1,0,0,0,0,0,1
37376,1,0,0,0,0,0,0
37378,1,0,0,0,0,0,0
37380,253,39,0,0,0,0,28
37383,1,0,0,0,0,0,0
37385,57,0,0,0,0,0,0
37386,13,0,0,0,0,0,0
37393,5,0,0,0,0,0,0
37395,1,0,0,0,0,0,0
37401,1,0,0,0,0,0,0
37402,9,16,0,0,0,0,0
37403,51,73,0,0,0,0,0
37406,123,21,0,0,0,0,3
37407,2,0,0,0,0,0,0
37409,6,1,0,0,0,0,1
37413,2,0,0,0,0,0,0
37415,153,155,271,207,53,99,139
37416,18,1,2,0,12,15,5
37417,10,0,0,0,0,0,0
37419,9,0,0,0,0,0,0
37422,10,26,0,0,0,0,0
37430,2,0,0,0,0,0,0
37436,1,0,0,0,0,0,0
37440,1,0,0,0,0,0,0
37441,55,0,0,0,0,14,0
37442,68,17,0,0,0,0,0
37444,53,2,2,51,2,5,25
37446,6,0,0,0,0,0,0
37447,29,0,0,0,0,0,0
37448,80,22,23,3,0,0,0
37449,2,0,0,0,0,0,0
37451,46,0,0,0,0,0,0
37452,2,0,0,0,0,0,0
37453,21,16,0,0,0,0,0
37455,47,4,0,0,4,0,0
37456,28,0,0,59,0,2,0
37457,5,5,4,28,0,0,0
37458,10,0,0,0,0,33,2
37459,69,203,80,0,391,566,130
37462,71,0,0,0,0,0,46
37463,64,132,0,0,0,0,50
37464,20,43,0,0,5,0,0
37466,41,0,0,0,0,0,0
37467,8,0,0,0,0,0,0
37469,87,63,5,0,0,0,23
37471,3,0,4,0,0,0,0
37473,63,0,0,0,0,0,0
37474,16,22,5,0,23,8,6
37476,197,0,0,21,0,25,156
37477,4,0,0,0,54,0,0
37481,67,24,102,20,32,3,11
37482,197,19,5,0,0,0,132
37486,1,0,0,0,0,0,0
37491,6,0,0,0,0,0,0
37494,63,0,0,0,39,0,0
37496,39,0,15,0,0,0,0
37505,55,16,12,46,0,0,0
37508,1,0,0,14,0,0,0
37509,61,0,0,0,8,0,0
37511,10,0,0,0,0,0,43
37512,13,0,0,0,0,0,0
37515,48,100,0,0,4,0,0
37518,66,39,40,0,0,0,0
37519,11,30,0,0,0,0,30
